issue_number,url,state,title,existing_classification,proposed_labels,has_controls,observed_dimensions_exact_match,context_shortened,inference_seconds
813,https://github.com/microsoft/apm/issues/813,closed,bug: `apm mcp search/list/show` ignore `MCP_REGISTRY_URL` env var,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,28.640393019000157
814,https://github.com/microsoft/apm/issues/814,closed,security: validate MCP_REGISTRY_URL and reject http:// overrides at SimpleRegistryClient,theme/security;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,13.071738037000046
816,https://github.com/microsoft/apm/issues/816,closed,MCP: smart per-runtime sourcing for dual-mode registry entries + GitHub auth host validation,area/mcp-config;area/mcp-trust;theme/security;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,15.948694569000054
817,https://github.com/microsoft/apm/issues/817,closed,[cli-consistency] CLI Consistency Report — 2026-04-21,area/cli;type/automation;type/bug;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.19609204099993
818,https://github.com/microsoft/apm/issues/818,closed,Add 'apm config' surface for persistent MCP registry URL (item 4b from #810),area/cli;area/docs-site;area/mcp-config;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.439623027999914
819,https://github.com/microsoft/apm/issues/819,closed,[BUG] Documentation site stale w.r.t. code,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/bug;type/docs;type/feature;type/performance;type/refactor,True,False,True,12.491203520999989
820,https://github.com/microsoft/apm/issues/820,closed,[BUG] apm fails to install or compile dependencies,area/cli;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,28.919964211000206
821,https://github.com/microsoft/apm/issues/821,closed,refactor: split commands/marketplace.py into per-command modules,area/cli;type/feature;type/refactor,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.56000460600012
827,https://github.com/microsoft/apm/issues/827,closed,"Enforce apm-policy.yml at `apm install` time, not only in `apm audit --ci`",area/audit-policy;theme/security;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,28.641833453000118
829,https://github.com/microsoft/apm/issues/829,closed,[policy] Add policy.fetch_failure: warn|block schema knob for fail-closed enforcement (follow-up to #827),area/audit-policy;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,13.008098605999976
830,https://github.com/microsoft/apm/issues/830,closed,User-scope install (`--global`) unexpectedly enters local `.apm` integration and can spend a long time scanning `$HOME`,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,15.979638120999994
831,https://github.com/microsoft/apm/issues/831,closed,[policy] Recurse extends: chain at install-time (follow-up to #827),area/audit-policy;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.162441304999902
833,https://github.com/microsoft/apm/issues/833,closed,[aw] No-Op Runs,area/ci-cd;type/automation,area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.411545091999983
834,https://github.com/microsoft/apm/issues/834,closed,Warn-mode policy violations not surfaced in install output (silent),,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,12.603195871000025
835,https://github.com/microsoft/apm/issues/835,closed,Documentation inconsistency about `dependencies:` usage between apm and gh-aw documentation,,area/audit-policy;area/cli;area/content-security;area/docs-site;area/enterprise;area/lockfile;area/mcp-config;area/mcp-trust;area/package-authoring;theme/governance;type/bug;type/docs;type/feature;type/refactor;type/release,False,,False,21.74175077699988
839,https://github.com/microsoft/apm/issues/839,open,Refactor: extract `commands/install.py` helpers into `apm_cli/install/` package,area/cli;type/architecture;type/feature;type/refactor,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.31888316200002
840,https://github.com/microsoft/apm/issues/840,closed,chore(compile): remove legacy `.chatmode.md` primitive type,area/cli;area/docs-site;area/package-authoring;type/refactor,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.845095339999943
841,https://github.com/microsoft/apm/issues/841,closed,chore(compile): tighten link_resolver._resolve_path input guards,area/content-security;theme/security;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,28.80081313300002
843,https://github.com/microsoft/apm/issues/843,closed,[cli-consistency] CLI Consistency Report — 2026-04-22,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,15.98972152600004
844,https://github.com/microsoft/apm/issues/844,closed,"[BUG] cursor: .cursor/mcp.json emitted with Copilot schema (type: ""local"") — stdio MCP servers fail to start in Cursor",area/mcp-config;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.160698177999848
846,https://github.com/microsoft/apm/issues/846,closed,[FEATURE] Name the apm-managed files so they're distinct from hand-maintained files,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.567950259999975
847,https://github.com/microsoft/apm/issues/847,closed,marketplace doctor: warn when package dependencies bypass marketplace,area/docs-site;area/marketplace;theme/security;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.568391788999975
848,https://github.com/microsoft/apm/issues/848,closed,policy: load_policy() raises OSError on macOS when policy YAML > 1023 bytes,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.019198292999818
852,https://github.com/microsoft/apm/issues/852,closed,Azure DevOps authentication via Entra ID (AAD) bearer tokens,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.316069193000203
857,https://github.com/microsoft/apm/issues/857,closed,Local relative paths in transitive deps resolve against root consumer instead of declaring package,area/lockfile;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,28.86147581199998
863,https://github.com/microsoft/apm/issues/863,closed,[FEATURE] Add Cline support as a target agent,area/multi-target;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,11.340247161999969
872,https://github.com/microsoft/apm/issues/872,closed,Support installing individual skills/agents from monorepo packages (including private repo support),area/multi-target;area/package-authoring;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,16.004020711999942
876,https://github.com/microsoft/apm/issues/876,open,[FEATURE] making APM available via chocolatey,area/distribution;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,23.77444179600002
877,https://github.com/microsoft/apm/issues/877,closed,[cli-consistency] CLI Consistency Report — 2026-04-23,area/cli;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.174175845000036
879,https://github.com/microsoft/apm/issues/879,open,[FEATURE] Support OCI registries for publishing and consuming APM packages,area/distribution;area/lockfile;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.476314906000084
883,https://github.com/microsoft/apm/issues/883,closed,ci: dogfood apm audit --ci and integration-drift checks in microsoft/apm pipeline,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.173253034000027
886,https://github.com/microsoft/apm/issues/886,closed,Windows: _get_cache_dir flakes on tmpdir 8.3 short names (PathTraversalError),area/ci-cd;area/testing;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;theme/governance;theme/portability;theme/security;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.252150703000098
887,https://github.com/microsoft/apm/issues/887,closed,feat: close audit-blindness gap for local .apm/ content via virtual self-entry + includes: manifest field,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,28.93844283500016
888,https://github.com/microsoft/apm/issues/888,closed,enhancement: `apm install --root <dir>` to target a directory other than $PWD,area/cli;area/docs-site;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.916476661000047
891,https://github.com/microsoft/apm/issues/891,closed,[FEATURE] Allow customizing skill integration target directory,area/docs-site;area/multi-target;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,16.00549958900001
894,https://github.com/microsoft/apm/issues/894,closed,[BUG] apm update fails,area/distribution;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.304440320999902
896,https://github.com/microsoft/apm/issues/896,closed,Skills and agents as first-class APM packages: intra-repo local-dep resolution + per-asset lockfile hashes,type/architecture;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.370514658999923
898,https://github.com/microsoft/apm/issues/898,closed,Epic: Close the producer-produced drift-detection gap (per-asset lockfile + skill-as-package + apm audit --drift),area/lockfile;theme/security;type/architecture,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.581962172999965
901,https://github.com/microsoft/apm/issues/901,closed,"apm unpack writes apm.lock.yaml / apm.yml to output dir, violating documented metadata-only contract",,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,29.04031037300001
902,https://github.com/microsoft/apm/issues/902,closed,Bump shared/apm.md to microsoft/apm-action@v1.4.2 (restore-mode workspace pollution fix),,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,29.268441532999987
903,https://github.com/microsoft/apm/issues/903,closed,[cli-consistency] CLI Consistency Report — 2026-04-24,area/cli;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,28.85962254800006
906,https://github.com/microsoft/apm/issues/906,closed,[aw] PR Review Panel failed,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,12.890854370000056
913,https://github.com/microsoft/apm/issues/913,closed,feat: experimental support for Microsoft 365 Copilot Cowork custom skills,area/multi-target;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,15.974239904000001
916,https://github.com/microsoft/apm/issues/916,closed,Epic: PGS roadmap-management system (taxonomy + discussion #116 + apm-triage-panel skill),area/audit-policy;theme/governance;type/architecture,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,29.21038072300007
920,https://github.com/microsoft/apm/issues/920,closed,Project board: manual view setup + PROJECT_SYNC_PAT provisioning,area/ci-cd;theme/governance;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/release,True,False,True,12.154490863000092
922,https://github.com/microsoft/apm/issues/922,closed,Cowork internal refactors — DRY and hot-path cleanup,area/cli;area/multi-target;type/feature;type/refactor,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,28.869389804000093
923,https://github.com/microsoft/apm/issues/923,closed,Cowork diagnostic polish — hide experimental key and fix verbose log,area/cli;area/multi-target;type/bug;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.106785658000035
924,https://github.com/microsoft/apm/issues/924,closed,Track `%2e%2e` URL-encoded traversal in lockfile-path handling,theme/security,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.749875094000004
925,https://github.com/microsoft/apm/issues/925,closed,Cowork security follow-ups — gate on promoting `cowork` out of experimental,area/multi-target;theme/security,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.462016132999906
933,https://github.com/microsoft/apm/issues/933,open,[Tracking] Cowork hardening — exit criteria for promoting cowork out of experimental,area/docs-site;area/multi-target;theme/security;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.888950898000076
935,https://github.com/microsoft/apm/issues/935,closed,Audit: auth.py exception cascade -- 15 clauses need security-aware review,area/cli;theme/security;type/refactor,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,15.904228257
936,https://github.com/microsoft/apm/issues/936,closed,Security: policy_checks.py silently bypasses enforcement on malformed YAML,area/audit-policy;area/docs-site;theme/security;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.439700516999892
938,https://github.com/microsoft/apm/issues/938,closed,Bug: apm install --mcp without --transport fails with AttributeError,area/cli;area/docs-site;area/mcp-config;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,12.45597760999999
944,https://github.com/microsoft/apm/issues/944,closed,[BUG] apm install writes bare ${VAR} in VS Code mcp.json headers,area/cli;area/mcp-config;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.762338107000005
955,https://github.com/microsoft/apm/issues/955,closed,[VALIDATION-1] Inconsistent --dry-run docs between CLI help and compilation guide,area/cli;area/docs-site;type/docs,area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.08575489099985
956,https://github.com/microsoft/apm/issues/956,closed,[VALIDATION-5] Lockfile portability: absolute paths leak across machines,area/docs-site;area/lockfile;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,30.11578819700003
957,https://github.com/microsoft/apm/issues/957,closed,[BUG] apm compile distributed/claude/gemini outputs leave literal __BUILD_ID__ placeholder; PR #468 only covered --single-agents,area/ci-cd;area/cli;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,28.760170076000122
975,https://github.com/microsoft/apm/issues/975,closed,Feature: support lockfile-only resolution (`apm lock`),area/cli;area/lockfile;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.89102071800005
976,https://github.com/microsoft/apm/issues/976,closed,Sooko DevOS - Vancouver-Web-Summit-2026-GitHub-Copilot-SDK,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/security;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,False,7.449867240000003
