issue_number,url,state,title,existing_classification,proposed_labels,has_controls,observed_dimensions_exact_match,context_shortened,inference_seconds
320,https://github.com/microsoft/apm/issues/320,closed,Add Unicode variation selector detection to content scanner (Glassworm attack vector),theme/security;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.20294451999996
324,https://github.com/microsoft/apm/issues/324,closed,[cli-consistency] CLI Consistency Report — 2026-03-16,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,54.56111230900001
325,https://github.com/microsoft/apm/issues/325,closed,[BUG] Lockfile does not retain the correct clone URL for GitHub Enterprise custom domains,type/bug,area/content-security;area/distribution;area/enterprise;area/marketplace;area/mcp-config;area/package-authoring;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/refactor,True,False,True,29.793125930999963
326,https://github.com/microsoft/apm/issues/326,closed,Container image,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,34.04936871899997
327,https://github.com/microsoft/apm/issues/327,closed,Multi org manifest,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,21.434261956
328,https://github.com/microsoft/apm/issues/328,closed,Feature request: support SSH shorthand for private repos (e.g. owner/repo/path),type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.19697161499994
329,https://github.com/microsoft/apm/issues/329,closed,"Audit hardening: unpack scanning, SARIF/JSON output, apm-action wiring",,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,24.043552513999998
331,https://github.com/microsoft/apm/issues/331,closed,[BUG] Single-file deps from private repos fail without PAT even when git credential helpers are configured,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.19047165299992
334,https://github.com/microsoft/apm/issues/334,closed,[Test Improver] Monthly Activity 2026-03,area/testing;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.11624592199996
335,https://github.com/microsoft/apm/issues/335,closed,[aw] No-Op Runs,,area/ci-cd;area/cli;area/package-authoring;type/architecture;type/automation;type/docs,False,,True,54.448988683999914
336,https://github.com/microsoft/apm/issues/336,closed,Improve version pinning guidance and CLI visibility,type/docs;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.45023658899993
342,https://github.com/microsoft/apm/issues/342,closed,[FEATURE] Support ${input:...} variable resolution for self-defined MCP server headers and env,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.670011996000085
343,https://github.com/microsoft/apm/issues/343,closed,[FEATURE] Document ${input:...} variable support in MCP server configuration,type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.818295906000003
345,https://github.com/microsoft/apm/issues/345,closed,[cli-consistency] CLI Consistency Report — 2026-03-17,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.244707188999996
350,https://github.com/microsoft/apm/issues/350,closed,Bug: Collection install fails with object format (git + path) — sparse checkout cannot find manifest,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,24.03277141199999
352,https://github.com/microsoft/apm/issues/352,closed,[Test Improver] Monthly Activity 2026-03,area/testing;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/docs;type/feature;type/refactor;type/release,True,False,True,43.215071960000046
355,https://github.com/microsoft/apm/issues/355,closed,[cli-consistency] CLI Consistency Report — 2026-03-18,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.21839401500006
358,https://github.com/microsoft/apm/issues/358,closed,[FEATURE] Improve VS Code runtime detection: use `.vscode/` directory presence as fallback,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,54.21880278700007
367,https://github.com/microsoft/apm/issues/367,closed,[aw] No-Op Runs,,area/ci-cd;area/cli;area/package-authoring;type/architecture;type/automation;type/docs,False,,True,29.80043144199999
369,https://github.com/microsoft/apm/issues/369,closed,ci: replace `curl | sh` uv installs with `astral-sh/setup-uv` action for supply-chain hardening,area/ci-cd;theme/security,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.768313476
370,https://github.com/microsoft/apm/issues/370,closed,[cli-consistency] CLI Consistency Report — 2026-03-19,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.974577778000025
371,https://github.com/microsoft/apm/issues/371,closed,"perf(ci): comprehensive pipeline optimization — target 2m push, 8m release",area/ci-cd;type/performance,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.45153067499996
375,https://github.com/microsoft/apm/issues/375,closed,feat(policy): MCP registry allow/deny lists in apm-policy.yml,area/audit-policy;theme/security;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.37799562700002
376,https://github.com/microsoft/apm/issues/376,closed,feat(policy): Add `exclude` patterns to unmanaged files and content scanning checks,area/audit-policy;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,23.927251219000027
377,https://github.com/microsoft/apm/issues/377,closed,perf(policy): Incremental content scanning and batched stat() for monorepo-scale CI,area/audit-policy;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.21730340900001
378,https://github.com/microsoft/apm/issues/378,closed,"feat: Plugin coexistence — `apm pack --format plugin`, `apm init --plugin`, devDependencies",,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,54.195896635000054
382,https://github.com/microsoft/apm/issues/382,closed,[BUG] Subdirectory packages fail on non-GitHub/ADO hosts (generic git hosts),type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,29.508942623000053
387,https://github.com/microsoft/apm/issues/387,closed,[BUG] Author field in `apm.yml` is not being properly filled due to unicode escaping,type/bug,area/audit-policy;area/content-security;area/marketplace;area/mcp-config;area/package-authoring;theme/portability;type/architecture;type/bug;type/docs;type/refactor;type/release,True,False,True,43.878669732999924
390,https://github.com/microsoft/apm/issues/390,closed,[cli-consistency] CLI Consistency Report — 2026-03-20,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.74467833799997
393,https://github.com/microsoft/apm/issues/393,closed,Auth + Logging Architecture Overhaul — Complete Wiring,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.202533632999916
396,https://github.com/microsoft/apm/issues/396,closed,Bug: script runner misidentifies 'codex' in model names as the codex runtime binary,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,24.00948513200001
398,https://github.com/microsoft/apm/issues/398,closed,[aw] No-Op Runs,,area/ci-cd;area/cli;area/package-authoring;type/architecture;type/automation,False,,True,43.55833941499998
403,https://github.com/microsoft/apm/issues/403,closed,[aw] No-Op Runs,,area/ci-cd;area/cli;area/package-authoring;type/architecture;type/automation;type/docs,False,,True,44.11170823599991
412,https://github.com/microsoft/apm/issues/412,closed,fix: Systematic Windows path compatibility hardening,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,54.24840953800003
413,https://github.com/microsoft/apm/issues/413,closed,[BUG] Install does not find skills not in root,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.261026233000052
417,https://github.com/microsoft/apm/issues/417,closed,feat: Artifactory Archive Entry Download Optimization for subdirectory/file packages,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,43.695646395999916
423,https://github.com/microsoft/apm/issues/423,closed,[cli-consistency] CLI Consistency Report — 2026-03-23,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.823482854999952
425,https://github.com/microsoft/apm/issues/425,closed,Bug: `apm pack --target claude` produces empty bundle when skills installed to .github/,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.33305077199998
427,https://github.com/microsoft/apm/issues/427,closed,[FEATURE] Allow installing from local file system,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,15.946477214999959
428,https://github.com/microsoft/apm/issues/428,closed,[BUG] SSL certificate issues related to to apm's bundled OpenSSL,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/refactor;type/release,True,False,True,43.68942232900008
436,https://github.com/microsoft/apm/issues/436,closed,"[BUG] ADO install fails when repository name contains spaces (URL as %20)"",""body"":""Bug report: when ADO repo name has spaces (encoded as %20), apm install fails with Invalid Azure DevOps repository format.",type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,44.15953513399995
438,https://github.com/microsoft/apm/issues/438,closed,[BUG] Corporate environment breaks path unpacking,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,54.24688671199988
441,https://github.com/microsoft/apm/issues/441,closed,[FEATURE] Install skills from plugins,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.537111192999987
442,https://github.com/microsoft/apm/issues/442,closed,[cli-consistency] CLI Consistency Report — 2026-03-24,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.83454361999998
445,https://github.com/microsoft/apm/issues/445,closed,[aw] No-Op Runs,,area/ci-cd;area/cli;area/package-authoring;type/architecture;type/automation;type/docs,False,,True,30.791305348000037
446,https://github.com/microsoft/apm/issues/446,closed,[cli-consistency] CLI Consistency Report — 2026-03-25,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.31490235699994
447,https://github.com/microsoft/apm/issues/447,closed,[BUG] Neither `apm install` nor `apm compile` add skills from third-party transitive dependencies,type/bug,area/ci-cd;area/cli;area/distribution;area/enterprise;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;area/testing;theme/portability;type/architecture;type/automation;type/refactor,True,False,True,24.059686384000088
450,https://github.com/microsoft/apm/issues/450,closed,[BUG] apm.lock.yaml changes on every apm install due to generated_at timestamp,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.51537843599999
451,https://github.com/microsoft/apm/issues/451,closed,[BUG] installer fails inside a devcontainer,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,44.151039627000046
453,https://github.com/microsoft/apm/issues/453,closed,[BUG] always installing to .github,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,54.15055301799998
454,https://github.com/microsoft/apm/issues/454,closed,script_runner: _detect_runtime and is_runtime_cmd use bare substring matching,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.573925802999952
455,https://github.com/microsoft/apm/issues/455,closed,Harden SSH URL path validation against traversal sequences,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,41.597402074
462,https://github.com/microsoft/apm/issues/462,closed,[BUG] Fedora: brew apm fails on Git clone due to bundled OpenSSL mismatch,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,30.746310260999962
465,https://github.com/microsoft/apm/issues/465,closed,[cli-consistency] CLI Consistency Report — 2026-03-26,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.25459547000014
467,https://github.com/microsoft/apm/issues/467,closed,[BUG] apm compile produces different Build IDs on macOS vs Linux,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,24.03993040699993
469,https://github.com/microsoft/apm/issues/469,closed,DX: Improve auth error messages and sparse checkout token consistency,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,43.51077705700004
475,https://github.com/microsoft/apm/issues/475,closed,[BUG] compilation.exclude does not filter primitive discovery,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,False,,True,44.22554497500005
479,https://github.com/microsoft/apm/issues/479,closed,[cli-consistency] CLI Consistency Report — 2026-03-27,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,54.12934411099991
482,https://github.com/microsoft/apm/issues/482,closed,Does apm support installing skills into Cursor directories?,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,False,14.97962618400004
484,https://github.com/microsoft/apm/issues/484,closed,[aw] No-Op Runs,,area/ci-cd;area/cli;area/package-authoring;type/architecture;type/automation;type/docs,False,,True,43.54781274600009
487,https://github.com/microsoft/apm/issues/487,closed,Windows Defender false positive: Trojan:Win32/Bearfoos.B!ml on APM binary,theme/security;type/bug;type/docs,,True,False,True,30.787385429999972
488,https://github.com/microsoft/apm/issues/488,closed,[BUG] --target opencode still writes to .github/prompts/ and .github/agents,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.24059230399985
491,https://github.com/microsoft/apm/issues/491,closed,[cli-consistency] CLI Consistency Report — 2026-03-30,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,24.361130409999987
492,https://github.com/microsoft/apm/issues/492,closed,Data-Driven Integration Dispatch: Implementation Plan,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,43.20481076200008
496,https://github.com/microsoft/apm/issues/496,closed,perf: `apm deps update` re-downloads packages even when SHA is unchanged,type/performance,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.16075025299983
501,https://github.com/microsoft/apm/issues/501,closed,feat: Marketplace integration -- read marketplace.json for plugin discovery + governance,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,53.7629892330001
502,https://github.com/microsoft/apm/issues/502,closed,Support Codex CLI as integration target,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.423170947000017
