issue_number,url,state,title,existing_classification,proposed_labels,has_controls,observed_dimensions_exact_match,context_shortened,inference_seconds
627,https://github.com/microsoft/apm/issues/627,closed,[cli-consistency] CLI Consistency Report — 2026-04-08,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.372536750001018
631,https://github.com/microsoft/apm/issues/631,closed,apm compile --target claude silently skips dependency instructions without --local-only,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,7.056570542001282
633,https://github.com/microsoft/apm/issues/633,closed,[Test Improver] Monthly Activity 2026-04,area/testing;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.1111914579996665
636,https://github.com/microsoft/apm/issues/636,closed,[FEATURE] Support installation from git repositories hosted over HTTP only,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.570175959001062
637,https://github.com/microsoft/apm/issues/637,closed,[BUG] `apm install --global` skips MCP server installation for all runtimes,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.218448083000112
639,https://github.com/microsoft/apm/issues/639,closed,[FEATURE] Renovate supporting `apm.yml`,area/docs-site;area/marketplace;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,5.874887250000029
640,https://github.com/microsoft/apm/issues/640,closed,[cli-consistency] CLI Consistency Report — 2026-04-09,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.7545063750003465
641,https://github.com/microsoft/apm/issues/641,closed,[BUG] --host option documented for marketplace add does not exist in CLI,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/refactor;type/release,True,False,True,8.166599250002037
643,https://github.com/microsoft/apm/issues/643,closed,[FEATURE] MCP install target for Claude Code (project + user scope),area/docs-site;area/mcp-config;area/multi-target;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.710119874998782
645,https://github.com/microsoft/apm/issues/645,closed,"Align CONTRIBUTING, Python formatting (Black/isort), and CI",area/ci-cd;area/testing;type/feature;type/refactor,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.753027541999472
646,https://github.com/microsoft/apm/issues/646,closed,[FEATURE] Support versioned documentation site,type/docs;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,9.113815708002221
650,https://github.com/microsoft/apm/issues/650,closed,[FEATURE] Copilot CLI user-scope instructions: can apm install -g write copilot-instructions.md,area/cli;area/docs-site;area/multi-target;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.103034874999139
652,https://github.com/microsoft/apm/issues/652,closed,[BUG] Corporate networks blocking port 22 cause SSH clone attempt to hang,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.326249082998402
654,https://github.com/microsoft/apm/issues/654,closed,"[BUG] ""com.atlassian/atlassian-mcp-server installation failed"" during `apm install`",type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.411489458998403
658,https://github.com/microsoft/apm/issues/658,closed,[Test Improver] Monthly Activity 2026-04,area/testing;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.47110333299861
661,https://github.com/microsoft/apm/issues/661,closed,"[BUG] Ignores ssh://, tries https (Bitbucket Datacenter)",type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,8.023006208997685
662,https://github.com/microsoft/apm/issues/662,closed,Pin codex setup to a known release for security and reproducibility,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.226842957999907
664,https://github.com/microsoft/apm/issues/664,closed,[cli-consistency] CLI Consistency Report — 2026-04-10,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.060033999998268
666,https://github.com/microsoft/apm/issues/666,closed,[FEATURE] apm install should clean up stale deployed files when files are renamed within a package,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.26810362499964
667,https://github.com/microsoft/apm/issues/667,closed,Persist installer settings via `apm config` for self-update,area/cli;area/distribution;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.24300674999904
668,https://github.com/microsoft/apm/issues/668,closed,Add air-gapped/GHE configurability to `install.ps1` (Windows parity),area/distribution;area/docs-site;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.294072749999032
669,https://github.com/microsoft/apm/issues/669,closed,apm marketplace add fails to authenticate when fetching marketplace.json from private repositories,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.20101316599903
670,https://github.com/microsoft/apm/issues/670,closed,Add `.editorconfig` to standardize formatting across contributions,type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/refactor;type/release,True,False,True,8.874267666000378
673,https://github.com/microsoft/apm/issues/673,closed,[Test Improver] Monthly Activity 2026-04,area/testing;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.990998083001614
676,https://github.com/microsoft/apm/issues/676,closed,Marketplace `add` source parity with the Anthropic spec,area/content-security;area/docs-site;area/marketplace;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.635836708999705
679,https://github.com/microsoft/apm/issues/679,closed,[Test Improver] Monthly Activity 2026-04,area/testing;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.533831333003036
680,https://github.com/microsoft/apm/issues/680,closed,[aw] No-Op Runs,,area/ci-cd;area/cli;area/package-authoring;type/architecture;type/automation;type/docs;type/feature,False,,True,8.226304208001238
684,https://github.com/microsoft/apm/issues/684,closed,"audit --ci: verify deployed file content, not just existence",type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.209553291999327
685,https://github.com/microsoft/apm/issues/685,closed,[FEATURE] Skills install syntax support having compatibility with that of Vercel,area/cli;area/docs-site;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,7.201953959000093
687,https://github.com/microsoft/apm/issues/687,closed,[Test Improver] Monthly Activity 2026-04,area/testing;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.219936333996884
689,https://github.com/microsoft/apm/issues/689,closed,[cli-consistency] CLI Consistency Report -- 2026-04-13,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.925372416000755
690,https://github.com/microsoft/apm/issues/690,closed,[FEATURE] PEP 8 Support,area/docs-site;area/testing;type/automation;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor,True,False,True,7.805153082998004
692,https://github.com/microsoft/apm/issues/692,open,[FEATURE]  URL-based marketplace work Extension,area/docs-site;area/marketplace;theme/portability;type/architecture,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.765828957999474
693,https://github.com/microsoft/apm/issues/693,closed,[BUG] apm marketplace add silently fails for private repos,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,7.780171832997439
694,https://github.com/microsoft/apm/issues/694,closed,closed,,area/cli;area/marketplace;area/mcp-config;area/package-authoring;theme/portability;type/architecture;type/release,False,,False,2.788118083997688
695,https://github.com/microsoft/apm/issues/695,closed,[FEATURE] Create root AGENTS.md documenting all CI-enforced rules for coding agents,area/ci-cd;area/docs-site;type/docs;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.865663415999734
697,https://github.com/microsoft/apm/issues/697,closed,[Test Improver] Monthly Activity 2026-04,area/testing;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.357040875001985
702,https://github.com/microsoft/apm/issues/702,closed,[FEATURE] Kiro Support,area/mcp-config;area/multi-target;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;theme/portability;theme/security;type/architecture;type/docs;type/feature;type/release,True,False,True,7.456022500002291
703,https://github.com/microsoft/apm/issues/703,closed,[BUG] apm install fails when agent description contains YAML special characters,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.293457084000693
704,https://github.com/microsoft/apm/issues/704,closed,[BUG] `_count_package_files` and `_get_detailed_context_counts` disagree on contexts directory name,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.252106542000547
706,https://github.com/microsoft/apm/issues/706,closed,[TASK] Clarify `black` formatting guidance in CONTRIBUTING.md,area/ci-cd;area/docs-site;type/docs,area/audit-policy;area/ci-cd;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/refactor;type/release,True,False,True,7.055998707997787
708,https://github.com/microsoft/apm/issues/708,closed,Re-running `apm install` duplicates hook entries in settings.json,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.537098791999597
710,https://github.com/microsoft/apm/issues/710,closed,Artifactory: private GitHub repos require codeload.github.com workaround,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/feature;type/performance;type/refactor;type/release,True,False,True,7.833436333999998
711,https://github.com/microsoft/apm/issues/711,closed,[cli-consistency] CLI Consistency Report — 2026-04-14,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.659123500001442
714,https://github.com/microsoft/apm/issues/714,closed,apm install ignores root-level .apm/ primitives when project has external dependencies,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.8123403339996
717,https://github.com/microsoft/apm/issues/717,closed,[FEATURE] Create a Devcontainer feature,area/distribution;area/docs-site;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.876369666999381
719,https://github.com/microsoft/apm/issues/719,closed,[BUG] apm pack --format plugin produces duplicated skills/ directory nesting,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/enterprise;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/refactor;type/release,True,False,True,7.610493832999055
720,https://github.com/microsoft/apm/issues/720,closed,[cli-consistency] CLI Consistency Report — 2026-04-15,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.70486725000228
721,https://github.com/microsoft/apm/issues/721,closed,What is the difference with APM and https://github.com/vercel-labs/skills,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/docs;type/feature;type/refactor;type/release,False,,False,4.204971874998591
722,https://github.com/microsoft/apm/issues/722,closed,[FEATURE] Add `apm marketplace generate` command to pack all plugins and produce a `marketplace.json`,area/docs-site;area/marketplace;area/package-authoring;theme/governance;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.210834582998359
723,https://github.com/microsoft/apm/issues/723,closed,[BUG] apm init treats project name containing '/' as a filesystem path,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.941904625000461
728,https://github.com/microsoft/apm/issues/728,closed,[Test Improver] Monthly Activity 2026-04,area/testing;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.671250499999587
732,https://github.com/microsoft/apm/issues/732,open,[FEATURE] Installation via NPM registry,area/distribution;area/docs-site;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/bug;type/docs;type/feature;type/performance;type/release,True,False,False,3.3856220000016037
733,https://github.com/microsoft/apm/issues/733,closed,[BUG] installing agents for claude doesn't work if .claude dir is not present,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.825203083997621
735,https://github.com/microsoft/apm/issues/735,closed,[cli-consistency] CLI Consistency Report -- 2026-04-16,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,8.30390462500145
737,https://github.com/microsoft/apm/issues/737,closed,[FEATURE] Support `.agents/skills` as an `apm install` target for shared skill deployment,area/cli;area/docs-site;area/multi-target;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.708154249998188
739,https://github.com/microsoft/apm/issues/739,open,[FEATURE] Support package namespaces,area/multi-target;area/package-authoring;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.924882499999512
741,https://github.com/microsoft/apm/issues/741,closed,[Test Improver] Monthly Activity 2026-04,area/testing;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.900394500000402
744,https://github.com/microsoft/apm/issues/744,closed,[BUG] APM became a virus?,area/distribution;area/docs-site;theme/security;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,7.794777416002034
745,https://github.com/microsoft/apm/issues/745,closed,Inconsistent file extensions between apm.yml and apm.lock.yaml,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/portability;theme/security;type/architecture;type/bug;type/docs;type/refactor;type/release,True,False,True,7.874760332997539
747,https://github.com/microsoft/apm/issues/747,closed,"apm init does not create start.prompt.md, causing apm run start to fail immediately",,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,7.365082541000447
749,https://github.com/microsoft/apm/issues/749,closed,[cli-consistency] CLI Consistency Report — 2026-04-17,area/cli;type/automation;type/docs,area/ci-cd;area/cli;area/enterprise;area/marketplace;area/mcp-config;area/package-authoring;area/testing;theme/portability;type/architecture;type/automation;type/release,True,False,True,7.242207125000277
